dataset,num_beams,n_edges,propagation_steps,metric,mean,std,n_seeds
pet_supplies,10,20,3,aplt@10,0.349531124093473,0.0015320601814048948,10
pet_supplies,10,20,3,aplt@5,0.2771585414987913,0.002109156370314368,10
pet_supplies,10,20,3,arp@10,54.65980711120064,0.2745455849560738,10
pet_supplies,10,20,3,arp@5,67.1615209508461,0.2756774859179808,10
pet_supplies,10,20,3,ndcg@10,0.020480127611004664,0.0008063900664025493,10
pet_supplies,10,20,3,ndcg@5,0.016793507865294634,0.0007364538350997448,10
pet_supplies,10,20,3,recall@10,0.03623589846897663,0.0011519357813278028,10
pet_supplies,10,20,3,recall@5,0.02474818694601128,0.000919246035919828,10
pet_supplies,20,20,3,aplt@10,0.31234286865431105,0.001529905263438118,10
pet_supplies,20,20,3,aplt@5,0.24644742143432716,0.0010433915411737094,10
pet_supplies,20,20,3,arp@10,61.63193493150685,0.2656970618722632,10
pet_supplies,20,20,3,arp@5,74.60340652699436,0.3765689585363896,10
pet_supplies,20,20,3,ndcg@10,0.027439090994537164,0.0005808350749317812,10
pet_supplies,20,20,3,ndcg@5,0.022578321401206934,0.0005389770551881308,10
pet_supplies,20,20,3,recall@10,0.048222199838839644,0.0009514994668911699,10
pet_supplies,20,20,3,recall@5,0.033108380338436744,0.0007131048502265007,10
pet_supplies,50,20,3,aplt@10,0.28814715954875103,0.0005550724896670936,10
pet_supplies,50,20,3,aplt@5,0.227767929089444,0.0005266215818706369,10
pet_supplies,50,20,3,aplt@50,0.4176920829975826,0.00030933160337418453,10
pet_supplies,50,20,3,arp@10,68.7322345890411,0.08936771020570043,10
pet_supplies,50,20,3,arp@5,81.7450695004029,0.13712469171669756,10
pet_supplies,50,20,3,arp@50,47.00205419016922,0.045082516149263285,10
pet_supplies,50,20,3,ndcg@10,0.03401660470563639,0.0003713819485938488,10
pet_supplies,50,20,3,ndcg@5,0.028153316281573797,0.00039611920748253984,10
pet_supplies,50,20,3,ndcg@50,0.05068364299249915,0.0004442033193359615,10
pet_supplies,50,20,3,recall@10,0.0596696212731668,0.0007351331236405456,10
pet_supplies,50,20,3,recall@5,0.04146353746978243,0.0006677347010807086,10
pet_supplies,50,20,3,recall@50,0.1365582191780822,0.001446896762778204,10
pet_supplies,100,20,3,aplt@10,0.28399828767123286,0.00034216154993932255,10
pet_supplies,100,20,3,aplt@100,0.45037147461724414,0.00014174670907550894,10
pet_supplies,100,20,3,aplt@5,0.22481466559226432,0.00033916475383057417,10
pet_supplies,100,20,3,aplt@50,0.4017698428686543,0.00019304087919594235,10
pet_supplies,100,20,3,arp@10,71.64654814665592,0.07306271384842697,10
pet_supplies,100,20,3,arp@100,43.144339494359386,0.017959201486655817,10
pet_supplies,100,20,3,arp@5,84.34224012892828,0.08342388829515338,10
pet_supplies,100,20,3,arp@50,50.72743714746172,0.02771596201675645,10
pet_supplies,100,20,3,ndcg@10,0.036242420953082326,0.00018411434329728394,10
pet_supplies,100,20,3,ndcg@100,0.06308581819375084,0.00024320992687041113,10
pet_supplies,100,20,3,ndcg@5,0.029749784095994797,0.00024377661741110785,10
pet_supplies,100,20,3,ndcg@50,0.05451534650011602,0.00017907937846409593,10
pet_supplies,100,20,3,recall@10,0.06420729250604351,0.0002997879972050207,10
pet_supplies,100,20,3,recall@100,0.20168211120064464,0.0010615246915720363,10
pet_supplies,100,20,3,recall@5,0.044032030620467365,0.00040012839841341476,10
pet_supplies,100,20,3,recall@50,0.14883158742949235,0.0005118409615943926,10
pet_supplies,200,20,1,aplt@10,0.3245628525382756,0.0010398325590689906,10
pet_supplies,200,20,1,aplt@100,0.4913489121676068,0.00033384457562509053,10
pet_supplies,200,20,1,aplt@5,0.2646091861402095,0.0014382771620401352,10
pet_supplies,200,20,1,aplt@50,0.44000302175664785,0.00041106504688580926,10
pet_supplies,200,20,1,arp@10,63.43511432312651,0.17313258726899192,10
pet_supplies,200,20,1,arp@100,38.18083108380338,0.036108674031349965,10
pet_supplies,200,20,1,arp@5,74.64120366639807,0.3209276651718856,10
pet_supplies,200,20,1,arp@50,44.80252437550363,0.04691896584528448,10
pet_supplies,200,20,1,ndcg@10,0.02397465246559198,0.0007155781381801193,10
pet_supplies,200,20,1,ndcg@100,0.04007398708251445,0.0007449187662647651,10
pet_supplies,200,20,1,ndcg@5,0.01968563972528811,0.0005527244605905647,10
pet_supplies,200,20,1,ndcg@50,0.03516049587170051,0.000739174759898898,10
pet_supplies,200,20,1,recall@10,0.04193190975020145,0.0012794261987518962,10
pet_supplies,200,20,1,recall@100,0.1236653908138598,0.0016631103672399654,10
pet_supplies,200,20,1,recall@5,0.028560636583400485,0.000744144382171051,10
pet_supplies,200,20,1,recall@50,0.09331184528605962,0.0016825768981824805,10
pet_supplies,200,20,2,aplt@10,0.2826007252215955,0.00025412804623258986,10
pet_supplies,200,20,2,aplt@100,0.44170623489121674,0.00017337607845995009,10
pet_supplies,200,20,2,aplt@5,0.22451954069298954,0.0003738173998204467,10
pet_supplies,200,20,2,aplt@50,0.3967672240128928,0.00015758714061978683,10
pet_supplies,200,20,2,arp@10,72.61394339242547,0.0562785240503277,10
pet_supplies,200,20,2,arp@100,44.77120361603546,0.024910625115741318,10
pet_supplies,200,20,2,arp@5,85.18964846897663,0.07490939418466146,10
pet_supplies,200,20,2,arp@50,52.13033037872683,0.027551326293817176,10
pet_supplies,200,20,2,ndcg@10,0.0363226683466642,0.00026583578611152003,10
pet_supplies,200,20,2,ndcg@100,0.06330400401956006,0.0002671740796497035,10
pet_supplies,200,20,2,ndcg@5,0.029771407300983103,0.0002149535765867889,10
