dataset,lr,dropout,n_blocks,metric,test_mean,test_std,n_seeds,val_ndcg20_mean,val_ndcg20_std
sports_and_outdoors,0.0003,0.8,2,recall@5,0.0159,0.008418432158068388,3,0.02178447631367345,0.010173380355123413
sports_and_outdoors,0.001,0.2,2,ndcg@10,0.014933333333333333,0.0003214550253664315,3,0.02407221404637804,0.0002648218895381892
sports_and_outdoors,0.001,0.2,2,ndcg@20,0.0189,0.00040000000000000105,3,0.02407221404637804,0.0002648218895381892
sports_and_outdoors,0.001,0.2,2,ndcg@5,0.011366666666666666,0.0002516611478423577,3,0.02407221404637804,0.0002648218895381892
sports_and_outdoors,0.001,0.2,2,recall@10,0.02866666666666667,0.0008326663997864533,3,0.02407221404637804,0.0002648218895381892
sports_and_outdoors,0.001,0.2,2,recall@20,0.04443333333333333,0.0007571877794400359,3,0.02407221404637804,0.0002648218895381892
sports_and_outdoors,0.001,0.2,2,recall@5,0.0176,0.00026457513110645877,3,0.02407221404637804,0.0002648218895381892
sports_and_outdoors,0.001,0.5,1,ndcg@10,0.017333333333333336,0.0010408329997330652,3,0.0271896348157086,0.0006282636604968291
sports_and_outdoors,0.001,0.5,1,ndcg@20,0.0217,0.0008717797887081354,3,0.0271896348157086,0.0006282636604968291
sports_and_outdoors,0.001,0.5,1,ndcg@5,0.013766666666666668,0.0012662279942148385,3,0.0271896348157086,0.0006282636604968291
sports_and_outdoors,0.001,0.5,1,recall@10,0.03236666666666666,0.0008082903768654749,3,0.0271896348157086,0.0006282636604968291
sports_and_outdoors,0.001,0.5,1,recall@20,0.049666666666666665,0.00011547005383792445,3,0.0271896348157086,0.0006282636604968291
sports_and_outdoors,0.001,0.5,1,recall@5,0.021133333333333334,0.0014640127503998501,3,0.0271896348157086,0.0006282636604968291
sports_and_outdoors,0.001,0.5,2,ndcg@10,0.018000000000000002,0.0006082762530298223,3,0.02760756401253088,0.0002647073463455449
sports_and_outdoors,0.001,0.5,2,ndcg@20,0.022166666666666668,0.0004725815626252619,3,0.02760756401253088,0.0002647073463455449
