dataset,lr,temperature,metric,mean,std,n_seeds,val_ndcg10_mean,val_ndcg10_std
toys_and_games,0.003,0.01,recall@5,0.05826293056209882,0.001332425758819588,3,0.06273176024357478,0.00048216778037618385
toys_and_games,0.003,0.03,n_visited_items,5158.224772135417,8.252224222579361,3,0.06248513733347257,0.0006020247439860886
toys_and_games,0.003,0.03,ndcg@10,0.046806611120700836,0.0009215191352313367,3,0.06248513733347257,0.0006020247439860886
toys_and_games,0.003,0.03,ndcg@5,0.038191440204779305,0.0005452915252679975,3,0.06248513733347257,0.0006020247439860886
toys_and_games,0.003,0.03,recall@10,0.08362525204817454,0.0022656638846611146,3,0.06248513733347257,0.0006020247439860886
toys_and_games,0.003,0.03,recall@5,0.05676900967955589,0.0008937433202478547,3,0.06248513733347257,0.0006020247439860886
toys_and_games,0.003,0.07,n_visited_items,5030.597493489583,11.021558014252273,3,0.059868031491835914,0.00035283063372603947
toys_and_games,0.003,0.07,ndcg@10,0.045119148989518486,0.0013038876188007438,3,0.059868031491835914,0.00035283063372603947
toys_and_games,0.003,0.07,ndcg@5,0.03607713927825292,0.0013986859704007608,3,0.059868031491835914,0.00035283063372603947
toys_and_games,0.003,0.07,recall@10,0.08264647175868352,0.0011682930177368924,3,0.059868031491835914,0.00035283063372603947
toys_and_games,0.003,0.07,recall@5,0.05451954280336698,0.0015039537849695136,3,0.059868031491835914,0.00035283063372603947
toys_and_games,0.01,0.01,n_visited_items,5170.3447265625,22.01686708345622,3,0.06215649222334226,0.00047175310344823657
toys_and_games,0.01,0.01,ndcg@10,0.04687423383196195,0.0007824521149079472,3,0.06215649222334226,0.00047175310344823657
toys_and_games,0.01,0.01,ndcg@5,0.038228596250216164,0.0008718461822008498,3,0.06215649222334226,0.00047175310344823657
toys_and_games,0.01,0.01,recall@10,0.08331616222858429,0.0016079894309834718,3,0.06215649222334226,0.00047175310344823657
toys_and_games,0.01,0.01,recall@5,0.05639123544096947,0.002163814440221214,3,0.06215649222334226,0.00047175310344823657
toys_and_games,0.01,0.03,n_visited_items,5175.087565104167,4.6500211267435745,3,0.06145583217342695,0.0006539221769775481
toys_and_games,0.01,0.03,ndcg@10,0.04660231495896975,0.0011698980977144957,3,0.06145583217342695,0.0006539221769775481
toys_and_games,0.01,0.03,ndcg@5,0.03752623622616132,0.0009398736824019183,3,0.06145583217342695,0.0006539221769775481
toys_and_games,0.01,0.03,recall@10,0.08379696557919185,0.0023860341862539138,3,0.06145583217342695,0.0006539221769775481
toys_and_games,0.01,0.03,recall@5,0.05556700378656387,0.0018273750038057116,3,0.06145583217342695,0.0006539221769775481
toys_and_games,0.01,0.07,n_visited_items,5033.62744140625,13.132462078731795,3,0.06021742026011149,0.0005711447206267394
toys_and_games,0.01,0.07,ndcg@10,0.04421176637212435,0.0007261481627834555,3,0.06021742026011149,0.0005711447206267394
toys_and_games,0.01,0.07,ndcg@5,0.03538272902369499,0.00044627938238000825,3,0.06021742026011149,0.0005711447206267394
toys_and_games,0.01,0.07,recall@10,0.0811525508761406,0.0012128741369337337,3,0.06021742026011149,0.0005711447206267394
toys_and_games,0.01,0.07,recall@5,0.053609451899925865,0.0002837206526801071,3,0.06021742026011149,0.0005711447206267394
